Time (s),EMG_Relaxed (mV),EMG_Contracted (mV)
0.113292314,-0.088393442,-0.225891657
0.113780643,-0.082945678,-0.210638504
0.114268972,-0.073461525,-0.186435169
0.114757301,-0.063359197,-0.169931097
0.115245629,-0.053429233,-0.149470161
0.115733958,-0.043907049,-0.108818158
0.116222287,-0.034788625,-0.056825656
0.116710616,-0.025927518,-0.011701969
0.117198945,-0.014796042,0.021469401
0.117687274,0.002103985,0.050688501
0.118175603,0.021747894,0.082858939
0.118663932,0.037077294,0.107691776
0.119152261,0.045549652,0.11304638
0.11964059,0.053155331,0.10497442
0.120128919,0.06477898,0.096136047
0.120617248,0.075148016,0.0870846
0.121105577,0.079960726,0.065262761
0.121593906,0.079867403,0.034252209
0.122082235,0.07859646,0.026036522
0.122570564,0.078377661,0.054586418
0.123058892,0.071883929,0.090668026
0.123547221,0.057160361,0.101937992
0.12403555,0.04130369,0.084383728
0.124523879,0.027110912,0.050647653
0.125012208,0.014231751,0.012694939
