Time (s),EMG_Relaxed (mV),EMG_Contracted (mV)
1.268190253,-0.077698943,-0.062113361
1.268678582,-0.072911192,-0.051327333
1.269166911,-0.063954867,-0.037023074
1.26965524,-0.050643534,-0.01762289
1.270143569,-0.036852592,-0.004286552
1.270631898,-0.028770008,0.000944921
1.271120227,-0.019431251,0.002248339
1.271608556,-0.003388357,0.004609579
1.272096884,0.010335688,0.021136964
1.272585213,0.021620671,0.051547212
1.273073542,0.035567437,0.071114919
1.273561871,0.051414523,0.067544156
1.2740502,0.068043042,0.053468329
1.274538529,0.076923937,0.045027892
1.275026858,0.074735443,0.049350233
1.275515187,0.07241195,0.058637038
1.276003516,0.073561802,0.058082917
1.276491845,0.073274079,0.051069098
1.276980174,0.068757475,0.056103516
1.277468503,0.061223932,0.06653492
1.277956832,0.054465845,0.057026309
1.278445161,0.04596518,0.031012795
1.27893349,0.032441354,0.013745301
1.279421819,0.017735698,0.009852145
1.279910147,0.003481615,-0.000318907
1.280398476,-0.010578317,-0.026286424
1.280886805,-0.021142852,-0.054400076
1.281375134,-0.030025807,-0.070679267
1.281863463,-0.045638824,-0.07599156
1.282351792,-0.065162899,-0.078497418
1.282840121,-0.074036026,-0.082376458
1.28332845,-0.070266665,-0.08626444
1.283816779,-0.067717835,-0.087531249
1.284305108,-0.075487243,-0.084015236
1.284793437,-0.083282653,-0.075744177
1.285281766,-0.07564185,-0.068343756
1.285770095,-0.06105109,-0.066945624
1.286258424,-0.056135433,-0.072948516
1.286746753,-0.053921955,-0.086063356
1.287235082,-0.043231595,-0.092616375
1.28772341,-0.02745472,-0.076882049
1.288211739,-0.010317424,-0.049618666
1.288700068,0.005770917,-0.03029705
1.289188397,0.019040058,-0.011919258
1.289676726,0.032946059,0.024849116
1.290165055,0.048427157,0.06806199
1.290653384,0.061828057,0.082026329
1.291141713,0.069495123,0.061061088
1.291630042,0.071084771,0.038067028
1.292118371,0.068858977,0.037952856
1.2926067,0.066342971,0.051329252
1.293095029,0.069757952,0.060191417
1.293583358,0.077446641,0.064123629
1.294071687,0.078291642,0.073777102
1.294560016,0.068262486,0.09003319
1.295048345,0.053425782,0.096640653
1.295536674,0.040690434,0.083363684
1.296025002,0.029688963,0.062087348
1.296513331,0.014489409,0.045488231
1.29700166,-0.006631268,0.027961244
1.297489989,-0.028608559,0.000644727
1.297978318,-0.043121118,-0.031648975
1.298466647,-0.048063201,-0.057448209
1.298954976,-0.053749826,-0.070864975
1.299443305,-0.067395596,-0.075089934
1.299931634,-0.080727444,-0.074802742
1.300419963,-0.08499869,-0.070527916
1.300908292,-0.084188017,-0.067425807
1.301396621,-0.08412327,-0.074992877
1.30188495,-0.082293586,-0.095697122
1.302373279,-0.075879971,-0.122462032
1.302861608,-0.06621,-0.136814316
1.303349937,-0.05290049,-0.122201433
1.303838265,-0.036389225,-0.084026578
1.304326594,-0.020404293,-0.039273021
1.304814923,-0.005944117,0.000945295
1.305303252,0.008455301,0.032869118
1.305791581,0.023776543,0.059228151
1.30627991,0.038224384,0.081666077
1.306768239,0.048572047,0.091947379
1.307256568,0.05589832,0.090033217
1.307744897,0.062105018,0.090532388
1.308233226,0.068721265,0.095397875
1.308721555,0.075817175,0.096798553
1.309209884,0.076952557,0.101361367
1.309698213,0.072687662,0.109968922
1.310186542,0.073014504,0.100341875
1.310674871,0.074890718,0.06832973
1.3111632,0.066926985,0.038953001
1.311651528,0.049962887,0.025902638
1.312139857,0.033878079,0.023497928
1.312628186,0.023965854,0.020797331
1.313116515,0.014898803,0.008782545
1.313604844,-0.000207376,-0.01124614
1.314093173,-0.019934712,-0.035744878
1.314581502,-0.037264997,-0.069175262
1.315069831,-0.048615871,-0.103267285
1.31555816,-0.057935886,-0.11135455
1.316046489,-0.065220681,-0.087239257
1.316534818,-0.069497776,-0.059306689
1.317023147,-0.077703017,-0.049601144
1.317511476,-0.08568083,-0.042086961
1.317999805,-0.082719209,-0.018322812
1.318488134,-0.074167866,-0.001926882
1.318976463,-0.068384223,-0.022917798
1.319464791,-0.062325424,-0.065793103
1.31995312,-0.050566667,-0.087052638
1.320441449,-0.035385213,-0.064293124
1.320929778,-0.020818659,-0.013857748
1.321418107,-0.006132919,0.027358401
1.321906436,0.007000315,0.034872836
1.322394765,0.019548499,0.020041834
1.322883094,0.037065542,0.011481313
1.323371423,0.055081469,0.022280949
1.323859752,0.066619892,0.043084716
1.324348081,0.073839813,0.056091725
1.32483641,0.079719682,0.05899377
1.325324739,0.085948745,0.066340739
1.325813068,0.090891856,0.085592998
1.326301397,0.089579279,0.105881414
1.326789726,0.084122237,0.109938201
1.327278054,0.077638521,0.100115879
1.327766383,0.067234148,0.097291894
1.328254712,0.053493425,0.099381583
1.328743041,0.039382442,0.073847838
1.32923137,0.025682299,0.008405298
1.329719699,0.013668363,-0.059403722
1.330208028,0.000998807,-0.084235223
1.330696357,-0.014221482,-0.065260689
1.331184686,-0.02879185,-0.036082556
1.331673015,-0.041573495,-0.022309248
1.332161344,-0.052293786,-0.028256974
1.332649673,-0.060823537,-0.049155199
1.333138002,-0.067918506,-0.075459637
1.333626331,-0.074004351,-0.089870844
1.33411466,-0.079201821,-0.084368839
1.334602989,-0.0783402,-0.073863963
1.335091318,-0.069995783,-0.069618807
1.335579646,-0.060923068,-0.065839518
1.336067975,-0.050812742,-0.058362943
1.336556304,-0.039749642,-0.046220378
1.337044633,-0.032846531,-0.025061002
1.337532962,-0.027180221,0.006674738
1.338021291,-0.01988608,0.039756777
1.33850962,-0.01002501,0.059755858
1.338997949,0.003401529,0.060126912
1.339486278,0.017120029,0.047974434
1.339974607,0.032687168,0.038110235
1.340462936,0.048665505,0.040406329
1.340951265,0.058569079,0.05464908
1.341439594,0.066104497,0.073513623
1.341927923,0.074844713,0.085158231
1.342416252,0.081469281,0.076693047
1.342904581,0.083171817,0.05023049
1.343392909,0.077619051,0.028663619
1.343881238,0.066638834,0.028345068
1.344369567,0.054140729,0.042294568
1.344857896,0.042666842,0.055239892
1.345346225,0.036006684,0.057080022
1.345834554,0.029918313,0.042244181
1.346322883,0.017192939,0.012986309
1.346811212,0.000957675,-0.014145836
1.347299541,-0.014210753,-0.022155232
1.34778787,-0.028024636,-0.016502391
1.348276199,-0.039933311,-0.017346614
1.348764528,-0.047644364,-0.032881294
1.349252857,-0.055923944,-0.054476946
1.349741186,-0.068970046,-0.070255675
1.350229515,-0.076273971,-0.077718639
1.350717844,-0.077203688,-0.082069966
1.351206172,-0.08180268,-0.083014093
1.351694501,-0.083658742,-0.076302875
1.35218283,-0.077031247,-0.063637757
1.352671159,-0.069590367,-0.049606506
1.353159488,-0.063309958,-0.038637966
1.353647817,-0.054073062,-0.02959152
1.354136146,-0.041023479,-0.012990064
1.354624475,-0.024675016,0.008942881
1.355112804,-0.006822287,0.018937712
1.355601133,0.008555303,0.012635385
1.356089462,0.020505236,0.007087994
1.356577791,0.033154199,0.021901427
1.35706612,0.047588772,0.055474018
1.357554449,0.061753785,0.081914228
1.358042778,0.073757603,0.083841008
1.358531107,0.079672584,0.073810586
1.359019435,0.079711003,0.070868618
1.359507764,0.075642806,0.070390107
1.359996093,0.068715602,0.051548868
1.360484422,0.064358794,0.016032343
1.360972751,0.063126773,-0.002011724
1.36146108,0.060460662,0.017199486
1.361949409,0.051230428,0.044861245
1.362437738,0.035012017,0.046631777
1.362926067,0.019467916,0.030836134
1.363414396,0.006279662,0.016295131
1.363902725,-0.00581334,-0.001878772
1.364391054,-0.01766541,-0.023055073
1.364879383,-0.034876332,-0.033940771
1.365367712,-0.054068208,-0.046013823
1.365856041,-0.06747333,-0.083605081
1.36634437,-0.074554069,-0.128209035
1.366832699,-0.076279549,-0.134576737
1.367321027,-0.074312599,-0.102383579
1.367809356,-0.07171604,-0.070414012
1.368297685,-0.073094203,-0.056552259
1.368786014,-0.077684755,-0.053809169
1.369274343,-0.075840734,-0.055499617
1.369762672,-0.064819904,-0.055463365
1.370251001,-0.051672434,-0.050845138
1.37073933,-0.041301078,-0.047418403
1.371227659,-0.030935883,-0.044946203
1.371715988,-0.013753495,-0.034515583
1.372204317,0.008866221,-0.014671167
1.372692646,0.030916893,0.008207492
1.373180975,0.050906229,0.027031133
1.373669304,0.063569796,0.03844291
1.374157633,0.067356379,0.0476219
1.374645962,0.072016276,0.05972906
1.37513429,0.080232219,0.072007572
1.375622619,0.086098723,0.081956612
1.376110948,0.085058249,0.088483174
1.376599277,0.078838054,0.082729408
1.377087606,0.076539142,0.059876219
1.377575935,0.076942076,0.037201862
1.378064264,0.069795882,0.036164136
1.378552593,0.054901036,0.054331346
1.379040922,0.038304042,0.073767107
1.379529251,0.024038059,0.078590004
1.38001758,0.011532284,0.055983208
1.380505909,-0.001636259,0.011188896
1.380994238,-0.015615723,-0.024423005
1.381482567,-0.032945219,-0.035214457
1.381970896,-0.053617662,-0.04499972
1.382459225,-0.070363,-0.066040804
1.382947553,-0.07741397,-0.075273656
1.383435882,-0.077549969,-0.063046379
1.383924211,-0.079554507,-0.049388825
1.38441254,-0.080653669,-0.049264762
1.384900869,-0.073124457,-0.058621944
1.385389198,-0.068199848,-0.068936528
1.385877527,-0.07314074,-0.076325862
1.386365856,-0.070960589,-0.075553849
1.386854185,-0.051413107,-0.061457023
1.387342514,-0.02806096,-0.043834414
1.387830843,-0.011320354,-0.032924278
1.388319172,0.000879608,-0.017686348
1.388807501,0.006865124,0.009002765
1.38929583,0.011588068,0.032064154
1.389784159,0.025154326,0.041570331
1.390272488,0.041956439,0.047482831
1.390760816,0.054655145,0.055475587
1.391249145,0.064444161,0.06099048
1.391737474,0.072330379,0.067231383
1.392225803,0.079048505,0.079068735
1.392714132,0.084360404,0.096306286
1.393202461,0.085576431,0.119266941
1.39369079,0.080052719,0.142037954
1.394179119,0.069943619,0.150863395
1.394667448,0.058536327,0.131059691
1.395155777,0.048225441,0.074154035
1.395644106,0.043028353,-0.00056318
1.396132435,0.036252918,-0.048722545
1.396620764,0.018430265,-0.050906803
1.397109093,-0.002649331,-0.032590121
1.397597422,-0.018986958,-0.021875584
1.398085751,-0.035029081,-0.020762483
1.398574079,-0.052042961,-0.025113033
1.399062408,-0.063192093,-0.035892763
1.399550737,-0.065494788,-0.049650915
1.400039066,-0.065837046,-0.065794067
1.400527395,-0.072070515,-0.087772754
1.401015724,-0.082493514,-0.106620117
1.401504053,-0.086377298,-0.108438541
1.401992382,-0.077678074,-0.096651738
1.402480711,-0.065293947,-0.084065926
1.40296904,-0.057442557,-0.071241063
1.403457369,-0.05028944,-0.052427266
1.403945698,-0.041678753,-0.029851392
1.404434027,-0.031635954,-0.010943809
1.404922356,-0.017693111,-0.001163648
1.405410685,-0.002938571,0.005392982
1.405899014,0.009774808,0.02110561
1.406387343,0.024009474,0.040343983
1.406875671,0.039888948,0.044603396
1.407364,0.052167798,0.035375434
1.407852329,0.059965825,0.034740134
1.408340658,0.065792568,0.050686542
1.408828987,0.0705201,0.064670402
1.409317316,0.07595595,0.063931389
1.409805645,0.079021583,0.062771924
1.410293974,0.076546108,0.0735952
1.410782303,0.074604376,0.079987673
1.411270632,0.071820611,0.064918921
1.411758961,0.060012406,0.04596317
1.41224729,0.041656984,0.042818569
1.412735619,0.023493336,0.039983505
1.413223948,0.007961879,0.022217781
1.413712277,-0.005488697,-0.000413899
1.414200606,-0.018387775,-0.021806124
1.414688934,-0.033435728,-0.046008703
1.415177263,-0.050692076,-0.071508789
1.415665592,-0.06444777,-0.092365077
1.416153921,-0.072686157,-0.101734892
1.41664225,-0.076956806,-0.097678158
1.417130579,-0.078235952,-0.088738764
1.417618908,-0.078480185,-0.083369043
1.418107237,-0.076597895,-0.079729492
1.418595566,-0.072846426,-0.075210031
1.419083895,-0.068334067,-0.071091912
1.419572224,-0.061984129,-0.066653955
1.420060553,-0.056066711,-0.060232194
1.420548882,-0.048377248,-0.051384544
1.421037211,-0.034365242,-0.042769551
1.42152554,-0.017786009,-0.034305488
1.422013869,-0.001219773,-0.017480113
1.422502197,0.016836456,0.01203896
1.422990526,0.034403965,0.045453742
1.423478855,0.047262444,0.066050012
1.423967184,0.056503938,0.060238475
1.424455513,0.066937969,0.038212927
1.424943842,0.077624357,0.030750545
1.425432171,0.083069059,0.050792705
1.4259205,0.080136392,0.080937678
1.426408829,0.075377811,0.101482074
1.426897158,0.077244277,0.108751991
1.427385487,0.081855732,0.105469291
1.427873816,0.079206939,0.09484762
1.428362145,0.063704547,0.08430885
1.428850474,0.04367465,0.079893658
1.429338803,0.031900925,0.08165665
1.429827132,0.023369458,0.080455921
1.43031546,0.007823308,0.063608318
1.430803789,-0.012565476,0.033196211
1.431292118,-0.030343591,0.001168374
1.431780447,-0.041839124,-0.028936338
1.432268776,-0.051534938,-0.056770782
1.432757105,-0.063849855,-0.074169447
1.433245434,-0.073672961,-0.072764042
1.433733763,-0.076574663,-0.052720585
1.434222092,-0.077567975,-0.023945499
1.434710421,-0.084523182,-0.007562014
1.43519875,-0.091747138,-0.020462697
1.435687079,-0.082812397,-0.053905376
1.436175408,-0.063657122,-0.086982174
1.436663737,-0.052826957,-0.108149675
1.437152066,-0.046383241,-0.106059212
1.437640395,-0.035992146,-0.072339039
1.438128724,-0.02471122,-0.028734678
1.438617052,-0.010939472,-0.010399052
1.439105381,0.009797874,-0.014058503
1.43959371,0.031450702,-0.006307119
1.440082039,0.042857223,0.022208258
1.440570368,0.046597026,0.052278655
1.441058697,0.053163973,0.068856032
1.441547026,0.06156654,0.071777065
1.442035355,0.06980122,0.071553793
1.442523684,0.079026322,0.077827557
1.443012013,0.085104963,0.087620755
1.443500342,0.084973389,0.093661934
1.443988671,0.0774796,0.08759954
1.444477,0.065164464,0.058114803
1.444965329,0.050979359,0.01113441
1.445453658,0.035130438,-0.025778058
1.445941987,0.022218977,-0.036303396
1.446430315,0.012402427,-0.031208515
1.446918644,0.002149115,-0.025559956
1.447406973,-0.008054724,-0.027331285
1.447895302,-0.019389407,-0.04534192
1.448383631,-0.031473102,-0.073486849
1.44887196,-0.044995479,-0.084946301
1.449360289,-0.060835003,-0.072227512
1.449848618,-0.071117183,-0.057615672
1.450336947,-0.072487824,-0.054524367
1.450825276,-0.070401954,-0.05418573
1.451313605,-0.069666069,-0.050826144
1.451801934,-0.072566922,-0.053913412
1.452290263,-0.074730488,-0.061629183
1.452778592,-0.07019691,-0.056189094
1.453266921,-0.055658504,-0.042541175
1.45375525,-0.034825684,-0.041884658
1.454243578,-0.020876802,-0.046372532
1.454731907,-0.015170846,-0.031006059
1.455220236,-0.006722637,0.000499326
1.455708565,0.007789426,0.019598996
1.456196894,0.024413548,0.015455834
1.456685223,0.038033727,0.005383513
1.457173552,0.048676685,0.007263227
1.457661881,0.061593307,0.02726345
1.45815021,0.076099117,0.060977436
1.458638539,0.083523614,0.092779049
1.459126868,0.080097788,0.108128204
1.459615197,0.074639849,0.103101647
1.460103526,0.074581084,0.084854003
1.460591855,0.075299429,0.067996511
1.461080184,0.07013963,0.062446605
1.461568513,0.059020694,0.063133014
1.462056841,0.046160818,0.057128236
1.46254517,0.03202349,0.045835597
1.463033499,0.015401492,0.043312558
1.463521828,0.000350925,0.049607142
1.464010157,-0.011947322,0.049587335
1.464498486,-0.023490543,0.036255954
1.464986815,-0.033604165,0.016314804
1.465475144,-0.043632993,-0.001722082
1.465963473,-0.055163366,-0.010636238
1.466451802,-0.066805149,-0.013612008
1.466940131,-0.075856082,-0.02770338
1.46742846,-0.080023281,-0.052380378
1.467916789,-0.079575956,-0.062401657
1.468405118,-0.076086173,-0.048669795
1.468893447,-0.072943467,-0.034481799
1.469381776,-0.070933992,-0.044924996
1.469870105,-0.063845056,-0.073755138
1.470358433,-0.050263165,-0.08990961
1.470846762,-0.036508961,-0.078631701
1.471335091,-0.024373216,-0.050084207
1.47182342,-0.009723373,-0.012024502
1.472311749,0.007671578,0.029969442
1.472800078,0.023487913,0.064215068
1.473288407,0.037849788,0.084644282
1.473776736,0.052039561,0.099330224
1.474265065,0.062959669,0.117823982
1.474753394,0.068845916,0.130667385
1.475241723,0.071168394,0.122231381
1.475730052,0.072652919,0.097737855
1.476218381,0.075661078,0.079896755
1.47670671,0.080168625,0.077184814
1.477195039,0.082832344,0.069225961
1.477683368,0.076788761,0.041461516
1.478171696,0.061352276,0.003715421
1.478660025,0.045450828,-0.031196369
1.479148354,0.03194802,-0.053975212
1.479636683,0.017281771,-0.063834143
1.480125012,0.00219071,-0.076885671
1.480613341,-0.009384753,-0.09769659
1.48110167,-0.017831555,-0.104089587
1.481589999,-0.029995567,-0.08166857
1.482078328,-0.045497611,-0.048578668
1.482566657,-0.057154587,-0.042323295
1.483054986,-0.065564628,-0.074234284
1.483543315,-0.073917295,-0.11618615
1.484031644,-0.079599823,-0.140811528
1.484519973,-0.077847223,-0.13671327
1.485008302,-0.072279741,-0.109855574
1.485496631,-0.071449,-0.082563335
1.485984959,-0.071558478,-0.067517654
1.486473288,-0.064964129,-0.060585534
1.486961617,-0.053921467,-0.05549745
1.487449946,-0.042435269,-0.047712374
1.487938275,-0.031207692,-0.033613154
1.488426604,-0.015065828,-0.012876243
1.488914933,0.009045521,0.008409295
1.489403262,0.030462866,0.025717116
1.489891591,0.042369986,0.045791868
1.49037992,0.049963136,0.07100476
1.490868249,0.057174458,0.086296717
1.491356578,0.063975385,0.080219445
1.491844907,0.068636466,0.064809258
1.492333236,0.072879765,0.060929092
1.492821565,0.078114761,0.072525116
1.493309894,0.081261413,0.085608337
1.493798222,0.081447948,0.088558991
1.494286551,0.07605635,0.083770515
1.49477488,0.065170376,0.079214258
1.495263209,0.054593757,0.075087216
1.495751538,0.042526735,0.06338799
1.496239867,0.025889923,0.04083077
1.496728196,0.0079912,0.017473297
1.497216525,-0.006336011,0.007813337
1.497704854,-0.016023355,0.011788284
1.498193183,-0.026356031,0.01268474
1.498681512,-0.037560304,-0.002728291
1.499169841,-0.048347352,-0.030512635
1.49965817,-0.062332163,-0.055891476
1.500146499,-0.073247379,-0.070514082
1.500634828,-0.074260382,-0.07926553
1.501123157,-0.072252645,-0.086651206
1.501611485,-0.074035775,-0.089336845
1.502099814,-0.077063843,-0.085953074
1.502588143,-0.074265035,-0.081368572
1.503076472,-0.064777918,-0.07533602
1.503564801,-0.054719615,-0.059745214
1.50405313,-0.044108199,-0.035881462
1.504541459,-0.028766082,-0.016514143
1.505029788,-0.010944528,-0.008899267
1.505518117,0.001253302,-0.008884359
1.506006446,0.007728897,-0.007244925
1.506494775,0.020487615,0.001239072
1.506983104,0.038140831,0.014476495
1.507471433,0.049034542,0.028131573
1.507959762,0.05719792,0.042474315
1.508448091,0.066839589,0.062503956
1.50893642,0.07414599,0.087412686
1.509424749,0.080760692,0.113282329
1.509913077,0.085617164,0.14000982
1.510401406,0.08354387,0.148288622
1.510889735,0.074100227,0.106995463
1.511378064,0.061374041,0.029152837
1.511866393,0.050295592,-0.030665365
1.512354722,0.040831424,-0.040529943
1.512843051,0.029727478,-0.017265712
1.51333138,0.011759576,0.00831684
1.513819709,-0.012559369,0.023074985
1.514308038,-0.02983252,0.020902101
1.514796367,-0.035996794,-0.003778012
1.515284696,-0.042661792,-0.040771063
1.515773025,-0.054551706,-0.0667796
1.516261354,-0.065139893,-0.07021927
1.516749683,-0.068585824,-0.063118315
1.517238012,-0.06981655,-0.06203441
1.51772634,-0.076013823,-0.070601839
1.518214669,-0.080725641,-0.086541228
1.518702998,-0.074283624,-0.104083038
1.519191327,-0.060115755,-0.107856659
1.519679656,-0.049593203,-0.091063245
1.520167985,-0.044641574,-0.068427028
1.520656314,-0.03744707,-0.049668661
1.521144643,-0.028167727,-0.030107044
1.521632972,-0.019508486,-0.013804191
1.522121301,-0.006550395,-0.012201152
1.52260963,0.010096445,-0.022991554
1.523097959,0.025274142,-0.027999749
1.523586288,0.039266076,-0.013676171
1.524074617,0.052864779,0.013551859
1.524562946,0.062521311,0.041743389
1.525051275,0.065206003,0.066582509
1.525539603,0.06804442,0.081903009
1.526027932,0.075532613,0.08243802
1.526516261,0.077718969,0.077739085
1.52700459,0.071235435,0.08257728
1.527492919,0.063220101,0.096720413
1.527981248,0.056953852,0.105565677
1.528469577,0.05104592,0.100068545
1.528957906,0.042264796,0.089261064
1.529446235,0.029424426,0.085157569
1.529934564,0.013791171,0.082387201
1.530422893,-0.001978106,0.063728541
1.530911222,-0.018196656,0.024958019
1.531399551,-0.036199359,-0.017622289
1.53188788,-0.047594593,-0.043287513
1.532376209,-0.051055213,-0.04078209
1.532864538,-0.057666291,-0.023743904
1.533352866,-0.06628802,-0.022349362
1.533841195,-0.072104379,-0.041770871
1.534329524,-0.077723436,-0.060616408
1.534817853,-0.08164206,-0.069949388
1.535306182,-0.079722127,-0.078311473
1.535794511,-0.071994247,-0.085415228
1.53628284,-0.064953248,-0.079947248
1.536771169,-0.059567845,-0.059807078
1.537259498,-0.047279058,-0.036446136
1.537747827,-0.028893791,-0.022713672
1.538236156,-0.0100206,-0.017114763
1.538724485,0.007113357,-0.006268537
1.539212814,0.020080841,0.009067316
1.539701143,0.032385367,0.016370336
1.540189472,0.043924072,0.020339803
1.540677801,0.051188203,0.034344899
1.54116613,0.058383255,0.051202421
1.541654458,0.067959006,0.055901023
1.542142787,0.077627639,0.060352777
1.542631116,0.082587284,0.086051287
1.543119445,0.080539891,0.117515795
1.543607774,0.07635891,0.124166953
1.544096103,0.074151554,0.106260603
1.544584432,0.070643214,0.080133026
1.545072761,0.057777261,0.056397618
1.54556109,0.037143828,0.038519492
1.546049419,0.023358004,0.020347999
1.546537748,0.021450592,0.000484009
1.547026077,0.015992508,-0.01003792
1.547514406,-0.003734004,-0.010881279
1.548002735,-0.026873397,-0.016256626
1.548491064,-0.043974582,-0.030089719
1.548979393,-0.055334217,-0.045780591
1.549467721,-0.059844573,-0.062152899
1.54995605,-0.063443439,-0.080543637
1.550444379,-0.072125114,-0.095170857
1.550932708,-0.07999095,-0.094266978
1.551421037,-0.082684242,-0.075500118
1.551909366,-0.081084237,-0.057948508
1.552397695,-0.074613321,-0.065411808
1.552886024,-0.063951667,-0.096037686
1.553374353,-0.054846944,-0.116804448
1.553862682,-0.048373271,-0.100704827
1.554351011,-0.037299269,-0.059081383
1.55483934,-0.021645998,-0.023963328
1.555327669,-0.005690119,-0.011522309
1.555815998,0.01146224,-0.005792096
1.556304327,0.028422006,0.013496274
1.556792656,0.040849782,0.039661807
1.557280984,0.046733448,0.057123897
1.557769313,0.049803541,0.068576417
1.558257642,0.054395112,0.083283717
1.558745971,0.06159332,0.089866078
1.5592343,0.074081418,0.071776408
1.559722629,0.084300487,0.040645525
1.560210958,0.080938058,0.022862287
1.560699287,0.072778817,0.027192735
1.561187616,0.068667088,0.040935511
1.561675945,0.064039541,0.048492019
1.562164274,0.056123704,0.046232449
1.562652603,0.042316161,0.035293169
1.563140932,0.021882414,0.010602309
1.563629261,0.001341954,-0.022003436
1.56411759,-0.011318229,-0.038685747
1.564605919,-0.016452201,-0.031121706
1.565094247,-0.025834214,-0.015923353
1.565582576,-0.043906271,-0.006776279
1.566070905,-0.060441361,-0.00780342
1.566559234,-0.068869029,-0.019858406
1.567047563,-0.071255884,-0.037613743
1.567535892,-0.072441187,-0.052899569
1.568024221,-0.074079383,-0.056039556
1.56851255,-0.073680869,-0.040943015
1.569000879,-0.074028921,-0.022710145
1.569489208,-0.073085161,-0.022410834
1.569977537,-0.061417383,-0.033044208
1.570465866,-0.043782024,-0.034441643
1.570954195,-0.029223815,-0.026300849
1.571442524,-0.018219621,-0.021532431
1.571930853,-0.010904256,-0.024311132
1.572419182,-0.003326369,-0.026952361
1.57290751,0.010618699,-0.021692755
1.573395839,0.02947682,-0.012591133
1.573884168,0.044588309,-0.007495175
1.574372497,0.051231576,-0.00217052
1.574860826,0.056925559,0.010352786
1.575349155,0.067782851,0.028374047
1.575837484,0.078777489,0.046493656
1.576325813,0.082960631,0.059033506
1.576814142,0.080772458,0.062394074
1.577302471,0.0787659,0.057397999
1.5777908,0.076179201,0.04838082
1.578279129,0.066836175,0.041275913
1.578767458,0.051461691,0.040646532
1.579255787,0.033990944,0.044609907
1.579744116,0.019439963,0.043339555
1.580232445,0.007587926,0.028900535
1.580720774,-0.008756916,0.007519267
1.581209102,-0.026381361,-0.008391837
1.581697431,-0.038992074,-0.014672976
1.58218576,-0.049398027,-0.015055472
1.582674089,-0.05839242,-0.016163762
1.583162418,-0.065341029,-0.021466128
1.583650747,-0.069924983,-0.032185271
1.584139076,-0.071282461,-0.048012456
1.584627405,-0.072159486,-0.06201256
1.585115734,-0.073145571,-0.068814223
1.585604063,-0.072370332,-0.069284721
1.586092392,-0.068705165,-0.062291881
1.586580721,-0.058115309,-0.046611322
1.58706905,-0.04267674,-0.024510812
1.587557379,-0.031451596,-0.00113714
1.588045708,-0.021336482,0.013043845
1.588534037,-0.006092814,0.007369253
1.589022365,0.008926672,-0.013785691
1.589510694,0.020644472,-0.027778397
1.589999023,0.031686065,-0.019654294
1.590487352,0.044529092,0.005773583
1.590975681,0.058835805,0.042289446
1.59146401,0.070462124,0.075842358
1.591952339,0.078352203,0.084480465
1.592440668,0.08387115,0.074151509
1.592928997,0.087198255,0.070463324
1.593417326,0.087345753,0.081749946
1.593905655,0.081260097,0.096060667
1.594393984,0.06934551,0.091307925
1.594882313,0.057115822,0.059508568
1.595370642,0.047279013,0.022622098
1.595858971,0.036470176,0.004033682
1.5963473,0.023121895,-0.000752745
1.596835628,0.010582461,-0.009139117
1.597323957,-0.00212223,-0.019811469
1.597812286,-0.016376745,-0.02119295
1.598300615,-0.027260401,-0.015048999
1.598788944,-0.037492771,-0.009684107
1.599277273,-0.053827935,-0.009993171
1.599765602,-0.069387259,-0.016568033
1.600253931,-0.077432424,-0.030582687
1.60074226,-0.081458495,-0.058518878
1.601230589,-0.083471047,-0.093526451
1.601718918,-0.083010101,-0.116200906
1.602207247,-0.079703029,-0.125913366
1.602695576,-0.074827912,-0.131228997
1.603183905,-0.068325753,-0.12656197
1.603672234,-0.055599101,-0.106034671
1.604160563,-0.039461718,-0.073144635
1.604648891,-0.028827755,-0.036894387
1.60513722,-0.022088639,-0.011499783
1.605625549,-0.010470859,0.001438452
1.606113878,0.00794227,0.023435187
1.606602207,0.027121902,0.061757077
1.607090536,0.044416508,0.096245779
1.607578865,0.061715506,0.118079452
1.608067194,0.074997204,0.132927225
1.608555523,0.07968389,0.137867476
1.609043852,0.077594746,0.128917167
1.609532181,0.072728758,0.117342075
1.61002051,0.069500511,0.115009917
1.610508839,0.071731719,0.110789173
1.610997168,0.076231235,0.086735073
1.611485497,0.073460916,0.049413712
1.611973826,0.062299134,0.023380764
1.612462155,0.046597209,0.014768838
1.612950483,0.026306433,0.005254493
1.613438812,0.007536947,-0.013519863
1.613927141,-0.004312322,-0.029691732
1.61441547,-0.012592255,-0.036589099
1.614903799,-0.020963102,-0.042359906
1.615392128,-0.033904372,-0.054453763
1.615880457,-0.051499431,-0.06825068
1.616368786,-0.065791196,-0.080400771
1.616857115,-0.071237499,-0.0959148
1.617345444,-0.071880772,-0.10631436
1.617833773,-0.075636923,-0.098082981
1.618322102,-0.079479348,-0.084073045
1.618810431,-0.07767087,-0.082934149
1.61929876,-0.073472391,-0.084111253
1.619787089,-0.068068322,-0.067561157
1.620275418,-0.059142559,-0.038596701
1.620763746,-0.04799985,-0.020087183
1.621252075,-0.038526084,-0.021724022
1.621740404,-0.027970691,-0.03131881
1.622228733,-0.010976176,-0.028286455
1.622717062,0.009156689,-0.002324707
1.623205391,0.027278568,0.03319902
1.62369372,0.040944444,0.05782301
1.624182049,0.050198043,0.066314942
1.624670378,0.056663897,0.062507725
1.625158707,0.063778864,0.057223591
1.625647036,0.07438839,0.065571439
1.626135365,0.079948705,0.08570906
